epoch,accuracy,loss,val_accuracy,val_loss
0,0.6086858510971069,3.6427488327026367,0.6584110260009766,2.5581257343292236
1,0.6658376455307007,1.9843953847885132,0.677960216999054,1.5770480632781982
2,0.6870912909507751,1.3419734239578247,0.6961179971694946,1.174809455871582
3,0.703248918056488,1.0506837368011475,0.7018227577209473,0.9644370675086975
4,0.7219632863998413,0.8884255290031433,0.6985529661178589,0.864130437374115
5,0.7377382516860962,0.7909609079360962,0.7290942072868347,0.7696774005889893
6,0.7580005526542664,0.7179710268974304,0.7361207604408264,0.7292648553848267
7,0.7751147747039795,0.6677184104919434,0.7580353617668152,0.6816114783287048
8,0.7857242226600647,0.6345740556716919,0.74822598695755,0.6795254349708557
9,0.7986642718315125,0.5983788371086121,0.7918463945388794,0.6092985272407532
10,0.8089954257011414,0.5762355327606201,0.7897592782974243,0.5988490581512451
11,0.8242312669754028,0.5424613952636719,0.8144566416740417,0.5544186234474182
12,0.8298838138580322,0.5268495082855225,0.8166133165359497,0.5442905426025391
13,0.8370321393013,0.5083116292953491,0.8009600639343262,0.5705974102020264
14,0.8447022438049316,0.4927835762500763,0.8345624208450317,0.5070751309394836
15,0.8523723483085632,0.475283145904541,0.8178656101226807,0.531714677810669
16,0.858424961566925,0.4618488848209381,0.8257966041564941,0.5239620804786682
17,0.8630339503288269,0.4506153464317322,0.8367886543273926,0.4898243844509125
18,0.8684604167938232,0.4365614950656891,0.8350493907928467,0.5096522569656372
19,0.8750695586204529,0.4277445077896118,0.8367190957069397,0.5188549757003784
20,0.8762522339820862,0.4214290678501129,0.8560595512390137,0.4622724652290344
21,0.8821483254432678,0.4101921617984772,0.8526506423950195,0.4655764698982239
22,0.8854355216026306,0.40084654092788696,0.8537637591362,0.45804592967033386
23,0.8864790797233582,0.39397838711738586,0.8605120182037354,0.45350420475006104
24,0.8903228044509888,0.38489964604377747,0.8737999200820923,0.4207284152507782
25,0.8921316266059875,0.3814184367656708,0.8604424595832825,0.44676104187965393
26,0.8954709768295288,0.3706513047218323,0.8614164590835571,0.4436063766479492
27,0.8981146812438965,0.3689931333065033,0.8764435648918152,0.4139470160007477
28,0.8998538851737976,0.362713098526001,0.885557234287262,0.3932937979698181
29,0.9003756642341614,0.35858258605003357,0.888896644115448,0.3848554491996765
30,0.9029324054718018,0.3536953032016754,0.887644350528717,0.3924538493156433
31,0.9074370265007019,0.34491872787475586,0.8888270258903503,0.3874357044696808
32,0.9059239029884338,0.34958362579345703,0.8858355283737183,0.394170343875885
33,0.9098198413848877,0.3410753011703491,0.9021149277687073,0.35826557874679565
34,0.9100980758666992,0.34062322974205017,0.9003061056137085,0.35577329993247986
35,0.90975022315979,0.3380590081214905,0.8920968174934387,0.3745069205760956
36,0.9163072109222412,0.32814979553222656,0.9051064252853394,0.35159197449684143
37,0.9144288301467896,0.3282230794429779,0.8956449031829834,0.3618299961090088
38,0.9181334376335144,0.3212488889694214,0.8916098475456238,0.3763009011745453
39,0.9149854183197021,0.3256852924823761,0.913385272026062,0.3364636301994324
40,0.9183769226074219,0.3217732310295105,0.9094197750091553,0.34349969029426575
41,0.920655369758606,0.3142872750759125,0.9076805114746094,0.33546578884124756
42,0.921942412853241,0.3106580674648285,0.9066370129585266,0.3397614359855652
43,0.9248295426368713,0.30838239192962646,0.9183943271636963,0.3186810612678528
44,0.9242730140686035,0.30688467621803284,0.917211651802063,0.32034286856651306
45,0.9248817563056946,0.30612650513648987,0.9244469404220581,0.30831846594810486
46,0.9255078434944153,0.30393168330192566,0.9198552966117859,0.31378480792045593
47,0.9259774684906006,0.30539003014564514,0.9182552099227905,0.3151407837867737
48,0.9268296957015991,0.3008635938167572,0.9243077635765076,0.3039836585521698
49,0.9277862906455994,0.2975243926048279,0.9250034689903259,0.3079610764980316
50,0.9279080033302307,0.29994142055511475,0.9307082295417786,0.2935303747653961
51,0.9303255677223206,0.2950158715248108,0.920272707939148,0.31130504608154297
52,0.9312126040458679,0.29356592893600464,0.9250034689903259,0.3051452040672302
53,0.9316995739936829,0.2910500466823578,0.9253513216972351,0.3009350597858429
54,0.9337692856788635,0.28625184297561646,0.9319604635238647,0.29122453927993774
55,0.9315952658653259,0.2907206118106842,0.9246556162834167,0.30719423294067383
56,0.9345172047615051,0.28523334860801697,0.9323083162307739,0.2912796139717102
57,0.9335432052612305,0.28636911511421204,0.9320996403694153,0.29422450065612793
58,0.9336823225021362,0.28403881192207336,0.930151641368866,0.29152753949165344
59,0.9358215928077698,0.28121647238731384,0.9240990877151489,0.2977295219898224
60,0.9386566281318665,0.27518999576568604,0.931334376335144,0.28818291425704956
61,0.9364129900932312,0.27524226903915405,0.9340475797653198,0.2833680212497711
62,0.9386044144630432,0.2750149667263031,0.9300820827484131,0.2973731458187103
63,0.9391610026359558,0.2748139202594757,0.927994966506958,0.2950688898563385
64,0.9372652173042297,0.27475595474243164,0.9335606098175049,0.2835477888584137
65,0.9414046406745911,0.270050048828125,0.929247260093689,0.28942686319351196
66,0.9413524270057678,0.2670179009437561,0.9344649910926819,0.27991703152656555
67,0.9396653771400452,0.26869329810142517,0.9247947931289673,0.30070415139198303
68,0.9398567080497742,0.268233984708786,0.9298734068870544,0.2896091639995575
69,0.938639223575592,0.27150678634643555,0.9340475797653198,0.2766326665878296
70,0.9415785670280457,0.2655542492866516,0.928760290145874,0.2866652011871338
71,0.9408654570579529,0.26799747347831726,0.9352302551269531,0.27099695801734924
72,0.9432134628295898,0.26301810145378113,0.9368999600410461,0.2712366282939911
73,0.9400132298469543,0.26669737696647644,0.9373173713684082,0.27084609866142273
74,0.9419090151786804,0.26293542981147766,0.9409350156784058,0.26528751850128174
75,0.9430568814277649,0.2619047462940216,0.9355085492134094,0.2726570665836334
76,0.9442222118377686,0.25714096426963806,0.9378043413162231,0.2703069746494293
77,0.9434569478034973,0.26000815629959106,0.9328649044036865,0.2828923463821411
78,0.942795991897583,0.26218974590301514,0.9404480457305908,0.26508209109306335
79,0.9444482922554016,0.257271409034729,0.9361346960067749,0.2757606506347656
80,0.9459962248802185,0.2555246353149414,0.934395432472229,0.2781026065349579
81,0.9464832544326782,0.2560978829860687,0.9396131634712219,0.26365718245506287
82,0.9438222050666809,0.2583356201648712,0.9407958984375,0.2620305120944977
83,0.9473354816436768,0.250453382730484,0.9389870762825012,0.26510775089263916
84,0.9472659230232239,0.2505286633968353,0.9410741329193115,0.2645490765571594
85,0.9462745189666748,0.25169941782951355,0.9415611624717712,0.26044514775276184
86,0.9477528929710388,0.24986225366592407,0.9414916038513184,0.26202017068862915
87,0.9476311206817627,0.24785242974758148,0.9403088688850403,0.2608031630516052
88,0.9458049535751343,0.2524617314338684,0.9355085492134094,0.2782715857028961
89,0.9463962912559509,0.24954596161842346,0.94336998462677,0.25996384024620056
